Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,015SMPL.d,12/18/21 12:36 PM,,Sample,,3175_1_50-10,,4368.73,1.2,,,212.67,2.2,23.33,49.5,2894750.75,0.9,364.01,6.7,158.67,22.1,43.33,35.3,46,11.5,26.67,51.1,990660.81,0.6,1133975.21,1.2,81.33,9.3,146.67,16.5,42,9.5,178,8.1,52,7.7,472.01,2.1,469403.71,0.7,194.67,6.6,169859.18,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,016SMPL.d,12/18/21 12:41 PM,,Sample,,3175_1_50-30,,4062.63,2.5,,,215.33,11.6,23.33,89.2,11206163.67,1.1,494.68,5.3,102.67,17,46.67,53.9,32,10.8,20,36.1,5343508.17,0.2,5991241.37,0.6,238.67,10.7,92,20.7,29.33,10.4,97.33,18.6,35.33,6.5,1826.81,1.4,3245277.67,0.3,241.33,4.2,167950.15,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,017SMPL.d,12/18/21 12:46 PM,,Sample,,3175_2_10-30,,3705.19,3,,,160.67,16.2,50,0,2820853.92,0.7,216,0.9,83.33,16.3,33.33,75.5,27.33,4.2,15.33,39.8,829189,0.1,923961.96,0.4,60,23.3,50.67,2.3,13.33,31.2,46.67,15.1,26.67,17.3,344.01,5.3,724262.71,0.4,74.67,10.8,175774.69,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,018SMPL.d,12/18/21 12:51 PM,,Sample,,3175_2_10-60,,3585.82,2.3,,,194.67,9.2,53.33,21.7,17461396,0.1,354.68,6.6,39.33,11.7,30,57.7,16,50,9.33,65.5,7593426.83,0.4,8439006.96,0.5,308.01,7.2,32.67,34.8,4.67,65.5,29.33,10.4,18,11.1,2492.92,2.2,5635774.67,0.5,306.68,4.3,175677.93,0.7
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,019SMPL.d,12/18/21 12:56 PM,,Sample,,3175_2_50-10,,3511.81,2.6,,,99.33,4.6,43.33,26.6,2870367.17,0.7,228.67,8.8,47.33,30,6.67,173.2,11.33,44.4,6.67,69.3,971360.9,0.1,1084697.74,0.9,57.33,14.1,17.33,33.3,19.33,46.6,19.33,33.3,9.33,61.9,338.68,4.8,459378.75,0.2,48,31.5,167921.87,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,020SMPL.d,12/18/21 01:01 PM,,Sample,,3175_2_50-30,,3460.47,3.2,,,146,19.2,66.67,37.7,11430747,0.6,426.01,4.9,50,24.3,16.67,91.7,14.67,43.8,6.67,62.4,5399104.17,1.3,5957204.71,0.4,224.67,2.9,18,11.1,7.33,103.3,14.67,20.8,14.67,70,1778.14,1.7,3252037.67,0.9,182,1.1,170050.77,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,021SMPL.d,12/18/21 01:06 PM,,Sample,,3175_3_10-30,,3383.11,0.9,,,95.33,10.8,43.33,48,3796765.42,0.2,146.67,6.9,39.33,23.5,23.33,107.9,16.67,13.9,1.33,86.6,1270732.33,0.3,1401743.89,0.2,61.33,10.5,13.33,85.3,7.33,56.8,10.67,28.6,8,66.1,424.01,12.7,1011315,1,56.67,7.3,176314.77,0.8
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1140.93 is over the calibration range,FALSE,022SMPL.d,12/18/21 01:11 PM,,Sample,,3175_3_10-60,,3192.39,2.4,,,172.67,13.3,63.33,39.7,17228295.33,0.6,367.34,9.1,34.67,31.8,10,100,12.67,50.8,6,33.3,7657088,0.9,8500135.08,0.5,304.01,2.4,10.67,65.8,8.67,13.3,18.67,27,9.33,12.4,2608.28,2.2,5698771.33,2,247.33,4.5,176866.27,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,023SMPL.d,12/18/21 01:16 PM,,Sample,,cal check 10,,310018.44,0.6,,,651380.33,0.2,46.67,32.7,841420.94,0.2,804568.33,0.5,981185.19,0.4,269250.17,0.8,177051.94,0.2,155582.76,0.3,516616.63,0.2,571775.42,0.3,185078.73,0.4,1141785.54,1.5,277371.12,0.5,1120950.96,0.2,380174.12,0.6,1209176.08,2,260308.61,0.2,1219751.08,0.9,175953.61,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,024SMPL.d,12/18/21 01:21 PM,,Sample,,blank,,5669.21,2.7,,,57.33,8.1,33.33,91.7,140.67,6.7,78,9.2,42.67,7.2,30,66.7,10,34.6,8.67,13.3,58,22.6,63.33,39.7,8,25,42,14.3,4,50,46.67,8.9,21.33,30.1,49.33,26.1,34,5.9,50,25,174788.29,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,025SMPL.d,12/18/21 01:26 PM,,Sample,,3175_3_50-10,,3545.81,1.5,,,144.67,16.2,46.67,61.9,2616744.83,0.5,262,5.5,37.33,38,20,132.3,17.33,13.3,6.67,75.5,838567.23,0.2,934725.95,0.6,49.33,16.4,10.67,47.2,9.33,53.9,5.33,21.7,8.67,48,270.67,8.1,405038.33,0.5,30,6.7,168735.47,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,026SMPL.d,12/18/21 01:31 PM,,Sample,,3175_3_50-30,,3298.42,1.5,,,155.33,19.4,36.67,31.5,11443604.33,0.3,436.68,2.1,36.67,24.6,23.33,137.8,15.33,7.5,6,33.3,5436138.5,1.1,5995766.16,0.5,218,5.6,11.33,97.2,8.67,70.5,14.67,41.7,8.67,74.2,1832.14,1.5,3241900.58,1.1,150,13.1,167892.1,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,027SMPL.d,12/18/21 01:36 PM,,Sample,,4799_1_10-30,,3094.37,3,,,170.67,4.4,46.67,24.7,4093866.92,0.7,175.33,16.5,51.33,27.4,16.67,34.6,18.67,27,4.67,65.5,1314448.88,0.9,1488622.79,1,87.33,13,8.67,13.3,8.67,26.6,14,28.6,8.67,26.6,416.01,4.3,1046059.02,0.4,51.33,32.4,173461.13,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,028SMPL.d,12/18/21 01:41 PM,,Sample,,4799_1_10-60,,3393.78,3.6,,,1294.07,5.5,66.67,22.9,18202068.67,0.4,1819.48,3.1,1734.79,4.4,503.36,34,342.68,3,294.01,15,8372837,0.3,9236912.15,0,655.35,6.9,1990.17,5.3,499.35,5.3,2049.52,4.5,634.69,4.4,4782.93,3.5,6065030,0.8,2215.55,2.8,173653.07,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1080.88 is over the calibration range,FALSE,029SMPL.d,12/18/21 01:46 PM,,Sample,,4799_1_50-10,,3075.7,1.3,,,130,5.5,60,44.1,2913121.58,0.8,214,8,31.33,25.8,13.33,43.3,12,33.3,4,100,1010502.14,0.1,1174760.89,0.9,52,11.5,6.67,75.5,6.67,17.3,7.33,41.7,6,57.7,360.01,3.9,483761.29,0.3,30,37.1,167071.53,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,030SMPL.d,12/18/21 01:51 PM,,Sample,,4799_1_50-30,,3107.03,1.4,,,158.67,5.2,66.67,56.8,11424309.67,0.1,427.34,5.3,38,9.1,6.67,86.6,10.67,47.2,8,66.1,5365777.67,0.8,5956548.04,1,213.33,5.5,4.67,65.5,3.33,69.3,7.33,41.7,8.67,87.4,1818.14,5.3,3220926.67,1.4,151.33,12.2,166655.12,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1321.07 is over the calibration range,FALSE,031SMPL.d,12/18/21 01:56 PM,,Sample,,4799_2_10-30,,3019.02,2.6,,,136.67,2.2,73.33,15.7,4241150.67,0.9,170,5.4,58,18.2,26.67,57.3,13.33,62.4,9.33,53.9,1424533.67,1.9,1568332.58,1.9,90.67,6.7,36.67,32,10.67,71,46,45.4,17.33,37.1,495.35,12.5,1125391.75,0.9,90.67,8.4,172946.45,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1621.31 is over the calibration range,FALSE,032SMPL.d,12/18/21 02:01 PM,,Sample,,4799_2_10-60,,3049.69,4.5,,,381.34,11.1,90,11.1,18290898.67,1,640.69,6.4,342.01,22.3,83.33,25,71.33,14.4,48,62.9,8206059.83,0.7,9187526.53,0.5,380.01,4.7,366.01,24.9,102.67,20.6,346.67,29.5,135.33,23.6,3050.38,1.2,6014454.5,0.4,662.02,23.5,172657.1,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1080.88 is over the calibration range,FALSE,033SMPL.d,12/18/21 02:06 PM,,Sample,,4799_2_50-10,,3071.03,3.8,,,343.34,25,60,76.4,2969442.25,0.7,476.68,10.1,308.67,24.8,100.01,50,69.33,43.4,40,21.8,1036074.91,0.6,1211007.64,0.2,98.67,20.5,336.67,24.7,81.33,17.8,334.01,21.8,125.33,24,699.36,13.1,485206.83,0.1,349.34,33.6,166889.44,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,034SMPL.d,12/18/21 02:11 PM,,Sample,,4799_2_50-30,,3179.72,1.4,,,326.01,10,33.33,62.4,11687093,0.9,664.69,0.2,292,22.3,113.34,77.1,54,42.1,51.33,19.2,5627477.5,0.7,6264865.95,0.6,268,7.2,306.67,22.1,74.67,15.7,326.01,17.2,112.67,17.2,2167.53,3.4,3377898,0.2,475.34,13.1,166797.8,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,035SMPL.d,12/18/21 02:16 PM,,Sample,,cal check 25,,766069.06,0.3,,,1646470.45,0.5,33.33,75.5,2146252.67,0.4,2050009.75,0.6,2464054.92,0.3,656092.43,0.5,431567.24,0.3,376043.22,0.3,1307887.12,1.2,1454393.99,0.9,451331.24,0.3,2843146.25,1.1,676855.54,0.3,2827333.17,0.7,923753.77,0.2,2942981.92,1.1,632425.56,0.8,3007254.5,0.6,171518.39,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,036SMPL.d,12/18/21 02:21 PM,,Sample,,blank,,6192.76,1.4,,,86.67,16.2,40,43.3,188.67,7.8,130,21.8,98.67,4.7,30,100,20.67,11.2,16,62.5,91.33,22.2,110.01,36.4,19.33,11.9,92.67,9.7,26,40,98,10.8,30,13.3,111.33,5.8,60,47.3,120,15.3,172910.69,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1561.33 is over the calibration range,FALSE,037SMPL.d,12/18/21 02:26 PM,,Sample,,4799_3_10-30,,3329.09,4.2,,,278.01,13.7,86.67,43.7,3617823.67,0.5,328.01,11.8,270,22,96.67,21.5,54,23.1,47.33,47.1,1082462.71,0.3,1259690.37,0.7,110,11.1,280.67,17.2,75.33,15.3,302.01,24,92.67,24.8,686.03,11.4,918987.29,0.3,371.34,15.6,171793.53,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1261.08 is over the calibration range,FALSE,038SMPL.d,12/18/21 02:31 PM,,Sample,,4799_3_10-60,,2973.01,5.8,,,398.01,12.3,70,100,17257920,0.7,622.69,15.8,333.34,10.1,130,23.1,65.33,14.5,66,55.1,7601630.67,0.7,8399588.62,0.9,355.34,8.5,375.34,13.9,100,12,320.01,19.1,142.67,28.4,3044.39,2.3,5708642.5,1,632.02,12.6,172230.02,0.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,039SMPL.d,12/18/21 02:36 PM,,Sample,,4799_3_50-10,,3072.37,1.6,,,296.01,14,53.33,21.7,2956960.58,0.8,464.01,8,289.34,18.3,93.34,34.4,58,15.8,60.67,18.2,1037045.98,0.1,1209891.81,0.3,94,8.5,324.68,14.9,84,19,328.68,26.3,95.33,28.2,630.69,2.4,499136.8,0.2,360.68,21.4,164966.3,3.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1200.97 is over the calibration range,FALSE,040SMPL.d,12/18/21 02:41 PM,,Sample,,4799_3_50-30,,3000.35,1.6,,,324.68,13.3,66.67,22.9,11497461.67,0.3,624.02,3.9,293.34,24.5,70,24.7,56.67,34.3,31.33,32.8,5509996.5,0.6,6072315.32,1.3,224.67,7.8,294.01,21.9,82,28.1,310.01,34.9,118,20,2144.2,3,3336719.5,1.1,439.34,10.8,165014.32,0.6
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,041SMPL.d,12/18/21 02:47 PM,,Sample,,3183_1_10-30,,2842.31,2.7,,,242.67,10.4,50,34.6,2670413.42,0.3,295.34,6.1,250,5.6,106.67,42.3,53.33,7.8,37.33,18.8,808849.04,0.3,900834.96,0.3,100.67,17.8,270,14.3,81.33,7.9,276,19,85.33,28.6,588.69,6.7,654302.48,0.7,296.67,12,171475.95,1.2
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1561.27 is over the calibration range,FALSE,042SMPL.d,12/18/21 02:52 PM,,Sample,,3183_1_10-60,,2699.62,3.4,,,475.35,19.6,86.67,24,15914831.67,0.8,546.02,11.6,326.01,10.7,90,11.1,72,9.6,51.33,15.7,6822964.33,0.4,7572037.39,0.7,351.34,13.1,344.01,14.3,92,13.6,325.34,5.5,119.33,23.8,2708.98,4.2,5074089.83,1,540.02,9,170561.21,0.3
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,043SMPL.d,12/18/21 02:57 PM,,Sample,,3183_1_50-10,,2740.29,3.4,,,239.33,19.1,40,75,2673231.83,0.4,267.34,9.1,52.67,15.3,26.67,43.3,22,9.1,6.67,34.6,892490.77,0.2,995429.28,0.6,62.67,7.4,9.33,32.7,8.67,26.6,15.33,32.8,11.33,20.4,333.34,1.5,423644.25,0.4,28.67,35.8,164823.64,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1020.83 is over the calibration range,FALSE,044SMPL.d,12/18/21 03:02 PM,,Sample,,3183_1_50-30,,2660.28,1.1,,,256,8.2,56.67,44.4,10969741,0.9,408.01,5.9,46,23,33.33,45.8,24,44.1,6.67,34.6,5065383.67,0.6,5598293.67,1,210.67,7.7,12,28.9,10,34.6,23.33,32.5,12.67,63.8,1729.46,2.8,3069113.58,1,152.67,7.2,164375,1.1
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1140.93 is over the calibration range,FALSE,045SMPL.d,12/18/21 03:07 PM,,Sample,,3183_2_10-30,,2582.93,1.3,,,227.33,9,63.33,77.9,2517492.75,0.9,131.33,12.3,46.67,35.9,26.67,57.3,14,71.4,6,57.7,730377.81,0.4,816892.62,0.6,52,30.5,12.67,24.1,10.67,75.8,13.33,62.4,10.67,28.6,267.34,9.5,599066.07,0.8,32,16.5,171187.91,0.4
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1741.53 is over the calibration range,FALSE,046SMPL.d,12/18/21 03:12 PM,,Sample,,3183_2_10-60,,2428.23,1.7,,,301.34,4.5,96.67,26,16136764.67,1.8,359.34,4.7,47.33,17.1,30,66.7,26.67,8.7,6.67,75.5,6846205.33,1.2,7609101.76,0.7,295.34,4.8,15.33,94.4,10.67,43.3,15.33,41.9,9.33,65.5,2357.57,1.5,5053891,0.7,240,15.9,170583.17,0.5
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,047SMPL.d,12/18/21 03:17 PM,,Sample,,cal check 50,,1603167.37,1.5,,,3194856.92,1.2,36.67,87.7,4145887.33,0.4,3984528,0.6,4816568.17,1.1,1333929.25,0.9,854326.06,0.5,746470.66,0.4,2564417,0.8,2883175.79,0.4,896703.04,0.5,5541886.5,1.3,1398158.91,2,5476733.83,0.3,1920405.75,1.2,5718592.83,0.8,1319574.96,1.2,5806105.5,1.4,169453.45,0.9
113  In  [ No Gas ] :  Calibration Curve Fit R value = 0.607214 is below the allowed minimum = 0.950000,FALSE,048SMPL.d,12/18/21 03:22 PM,,Sample,,blank,,6632.31,1.4,,,111.33,16.2,33.33,17.3,224.67,9.8,170,6.2,119.33,18.5,40,25,24.67,16.9,22.67,33.4,116,1.7,140.01,18.9,18.67,6.2,143.33,25.8,37.33,32.7,144.67,1.6,53.33,16.9,134,5.4,78.67,14.5,126,12.7,170262.78,0.1
