Sample,,,,,,,,,45  Sc  [ No Gas ] ,,56  Fe  [ No Gas ] ,,89  Y  [ No Gas ] ,,113  In  [ No Gas ] ,,139  La  [ No Gas ] ,,140  Ce  [ No Gas ] ,,141  Pr  [ No Gas ] ,,144  Nd  [ No Gas ] ,,146  Nd  [ No Gas ] ,,147  Sm  [ No Gas ] ,,151  Eu  [ No Gas ] ,,153  Eu  [ No Gas ] ,,157  Gd  [ No Gas ] ,,159  Tb  [ No Gas ] ,,163  Dy  [ No Gas ] ,,165  Ho  [ No Gas ] ,,166  Er  [ No Gas ] ,,169  Tm  [ No Gas ] ,,172  Yb  [ No Gas ] ,,175  Lu  [ No Gas ] ,,103  Rh ( ISTD )  [ No Gas ] ,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1192.12 is over the calibration range,FALSE,019SMPL.d,,12/11/2021 13:34,Sample,,4100_2_50-10,,0.08,2.8,,,0.002,5,1192.119,62.4,30.544,0.9,0.003,5.9,0.001,31.8,0.001,57.3,0.001,31.6,0,114.6,17.644,0.3,17.557,0.2,0.003,8,0,20.4,0,48.2,0,18.3,<0.000,N/A,0.003,6.5,17.878,0.4,0,29,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,020SMPL.d,,12/11/2021 13:39,Sample,,4100_2_50-30,,0.078,2,,,0.003,9.5,715.271,132.3,121.465,0.6,0.005,3.5,0,24,0.001,49.5,0.001,27,0,0,93.813,0.8,93.649,0.6,0.01,10.8,0,16.7,0,12.4,0,50.9,<0.000,N/A,0.014,1.2,116.261,1.2,0.001,1.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,021SMPL.d,,12/11/2021 13:44,Sample,,4100_3_10-30,,0.074,0.3,,,0.002,5.4,357.636,173.2,61.806,0.8,0.002,6.2,0,11.6,0.001,86.6,0.001,55.1,0,108.3,37.369,0.3,37.234,0.4,0.005,15,0,24.1,0,45.8,0,27,<0.000,N/A,0.005,4.5,59.104,2.1,0.001,7.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1192.12 is over the calibration range,FALSE,022SMPL.d,,12/11/2021 13:49,Sample,,4100_3_10-60,,0.071,3.5,,,0.003,10.4,1192.119,34.6,215.251,0.2,0.004,9.7,0,3.1,0.001,69.3,0.001,17.6,0,21.7,170.993,1.4,168.654,1.4,0.018,4.1,0,32.9,0,24.7,0,24.1,<0.000,N/A,0.024,2.6,242.28,0.8,0.002,4.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,023SMPL.d,,12/11/2021 13:54,Sample,,cal check 10,,8.811,0.7,,,9.271,0.3,476.847,86.6,9.471,0.4,9.484,0.3,9.547,0.2,9.578,0.8,9.498,0.4,9.549,0.2,9.61,0.7,9.671,0.6,9.521,0.1,9.984,0,9.669,0.2,10.027,0.6,8.775,0.7,10.02,0.6,9.748,0.1,10.206,0.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,024SMPL.d,,12/11/2021 13:59,Sample,,blank,,0.165,1.4,,,0.001,16.9,953.695,108.3,0.001,16.2,0.001,22.4,0,12.4,0.001,33.3,0.001,22.9,0,25,0.001,13.7,0.001,33.3,0,43.3,0,7.9,0.001,52,0.001,35.9,<0.000,N/A,0,13.8,0.002,9.5,0.001,27.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,025SMPL.d,,12/11/2021 14:04,Sample,,4100_3_50-10,,0.086,1.5,,,0.002,4,476.847,114.6,31.858,0.9,0.003,5.9,0,18.7,0.001,34.6,0.001,34.6,0,86.6,18.936,0.5,19.897,0.6,0.003,8.2,0,47.9,0,35.3,0,57.3,<0.000,N/A,0.003,11.6,19.145,0.5,0,40.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,026SMPL.d,,12/11/2021 14:09,Sample,,4100_3_50-30,,0.078,2.2,,,0.003,5.5,953.695,43.3,117.695,0.5,0.005,7.2,0,23.8,0.001,34.6,0.001,51.6,0,57.7,90.528,1.1,90.423,0.5,0.009,12.9,0,16.7,0,66.1,0,32.9,<0.000,N/A,0.012,1.2,111.677,0.5,0.001,8.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1668.97 is over the calibration range,FALSE,027SMPL.d,,12/11/2021 14:14,Sample,,4103_1_10-30,,0.072,3.4,,,0.003,17.4,1668.966,12.4,64.51,0.4,0.002,19,0,46.8,0.001,65.5,0.001,33.1,0.001,58.1,39.42,0.7,39.329,0.6,0.006,10,0,75,0,21.7,0,13.3,<0.000,N/A,0.006,4.7,62.006,1.3,0.001,25.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1072.91 is over the calibration range,FALSE,028SMPL.d,,12/11/2021 14:19,Sample,,4103_1_10-60,,0.069,5.3,,,0.004,8.6,1072.907,0,214.602,1,0.004,13,0,19.8,0.001,24.7,0.001,19.2,0,69.3,173.7,1.2,173.991,0.5,0.019,8,0,24.1,0,33.3,0,33.3,<0.000,N/A,0.025,1,240.129,0.5,0.002,9.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,029SMPL.d,,12/11/2021 14:24,Sample,,4103_1_50-10,,0.07,1.1,,,0.002,18.7,953.695,78.1,35.291,0.4,0.003,6,0,37.6,0,114.6,0.001,37.1,0,43.3,22.95,1.2,22.9,1.1,0.003,10.2,0,45.8,0,50.8,0,49.5,<0.000,N/A,0.003,5,21.734,0.3,0,24.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1549.75 is over the calibration range,FALSE,030SMPL.d,,12/11/2021 14:29,Sample,,4103_1_50-30,,0.073,4,,,0.003,13.7,1549.754,35.3,123.616,0.4,0.005,11.3,0,16.9,0.001,66.7,0.001,10,0,57.3,97.35,0.8,97.917,0.3,0.01,9.8,0,33.3,0,66.1,0,31.5,<0.000,N/A,0.014,2.3,120.692,0.4,0.001,5.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2026.60 is over the calibration range,FALSE,031SMPL.d,,12/11/2021 14:34,Sample,,4103_2_10-30,,0.069,1.1,,,0.003,2,2026.601,20.4,65.171,1.6,0.002,4.4,0,46.8,0.001,86.6,0.001,37.8,0,57.7,41.024,1,40.999,0.5,0.006,15.9,0,50,0,40,0,69.6,<0.000,N/A,0.005,1.6,62.807,1.1,0.001,19.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 13.31 is over the allowed maximum = 5.00,FALSE,032SMPL.d,,12/11/2021 14:39,Sample,,4103_2_10-60,,0.064,0.9,,,0.004,6.7,953.695,78.1,216.168,0.9,0.004,4.3,0,24.7,0.001,68.6,0.001,51,0,33.3,172.466,0.8,172.455,1.8,0.019,10.2,0,99,0,74.2,0,28.6,<0.000,N/A,0.026,1.7,245.46,1.3,0.002,1.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,033SMPL.d,,12/11/2021 14:44,Sample,,4103_2_50-10,,0.071,4,,,0.002,18,476.847,43.3,34.155,0.7,0.003,15.5,0,19.3,0,43.3,0,96.1,0,69.3,21.106,1.6,21.304,0.6,0.003,25.8,0,66.7,0,56.8,0,48,<0.000,N/A,0.003,5,20.148,0.7,0,13.6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,034SMPL.d,,12/11/2021 14:49,Sample,,4103_2_50-30,,0.069,2,,,0.004,4.6,596.059,69.3,124.505,1.1,0.005,2,0,5.9,0.001,0,0.001,36.7,0,43.3,97.915,0.5,97.86,0.7,0.011,5.4,0,66.7,0,10.8,0,7.5,<0.000,N/A,0.014,3.2,120.357,0.8,0.001,4.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,035SMPL.d,,12/11/2021 14:54,Sample,,cal check 25,,22.107,0.4,,,23.272,0.2,357.636,100,23.803,0.8,24.245,0.5,24.243,0.5,23.43,0.3,23.352,0.3,23.433,0.7,24.733,0.7,24.747,1.5,23.417,0.7,24.489,0.7,23.749,0.6,24.749,0.8,23.003,0.7,24.704,0.7,24.018,0.1,24.74,0.3,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,036SMPL.d,,12/11/2021 14:59,Sample,,blank,,0.179,1.7,,,0.001,24.3,715.271,132.3,0.002,10.6,0.002,6.3,0.001,26.4,0,86.6,0.001,43.3,0,100,0.001,14.7,0.001,39.9,0.001,16.7,0.001,18.5,0.001,48,0.001,7.6,<0.000,N/A,0.001,11.3,0.001,48.3,0.001,14.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,037SMPL.d,,12/11/2021 15:04,Sample,,4103_3_10-30,,0.076,0.3,,,0.001,5,953.695,57.3,54.705,0.7,0.001,8.8,0,20.5,0.001,89.2,0,66.7,0,57.7,31.796,1.1,31.875,1.3,0.004,14.5,0,37.8,0,57.7,0,46.6,<0.000,N/A,0.004,6.8,49.266,1.6,0.001,17.7,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 2026.72 is over the calibration range,FALSE,038SMPL.d,,12/11/2021 15:09,Sample,,4103_3_10-60,,0.067,1.9,,,0.003,10.6,2026.721,143.7,198.012,0.6,0.004,8.1,0,13.3,0,173.2,0.001,22.9,0,50,152.641,0.3,153.223,0.7,0.016,6.6,0,18.3,0,60.1,0,33.1,<0.000,N/A,0.022,2.5,215.852,0.4,0.002,6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,039SMPL.d,,12/11/2021 15:14,Sample,,4103_3_50-10,,0.068,3.6,,,0.001,11.9,119.212,173.2,34.339,0.9,0.003,5.2,0,24.7,0,173.2,0.001,28.9,0,21.7,21.57,0.2,21.306,1.4,0.003,27.4,0,34.6,0,0,0,90.1,<0.000,N/A,0.003,1.7,20.196,0.2,0,21.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1072.91 is over the calibration range,FALSE,040SMPL.d,,12/11/2021 15:19,Sample,,4103_3_50-30,,0.068,2.3,,,0.002,11.8,1072.907,57.7,123.585,0.4,0.005,6.1,0,9.9,0.001,43.3,0,25,0,88.2,97.588,0.2,97.073,1,0.011,13.1,0,60,0,57.3,0,24.7,<0.000,N/A,0.015,3.6,120.096,0.1,0.001,20,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1549.75 is over the calibration range,FALSE,041SMPL.d,,12/11/2021 15:24,Sample,,4104_1_10-30,,0.063,4.6,,,0.001,9.5,1549.754,35.3,56.304,0.4,0.002,7.2,0,31,0.001,57.7,0.001,44.4,0,100,33.952,1.7,33.718,0.3,0.005,12.4,0,35.3,0,45.8,0,66.7,<0.000,N/A,0.005,0,51.078,0.5,0.001,13.9,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1311.33 is over the calibration range,FALSE,042SMPL.d,,12/11/2021 15:29,Sample,,4104_1_10-60,,0.062,2.1,,,0.002,8.6,1311.33,31.5,210.671,0.5,0.004,4.6,0,37.8,0.001,65.5,0.001,40,0,86.6,169.375,2,168.972,1.3,0.019,6.2,0,39,0,114.6,0,35.3,<0.000,N/A,0.025,1.2,232.975,0.6,0.002,8.8,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1788.18 is over the calibration range,FALSE,043SMPL.d,,12/11/2021 15:34,Sample,,4104_1_50-10,,0.062,1.6,,,0.001,6.5,1788.178,34.6,32.1,1.2,0.003,11.3,0,22.3,0.001,50,0,45.8,0,132.3,18.971,0.5,19.768,1.5,0.003,22.5,0,45.8,0,86.6,0,114.6,<0.000,N/A,0.003,8.5,19.126,0.2,0,31.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000103  Rh ( ISTD )  [ No Gas ] :  CPS RSD value = 16.78 is over the allowed maximum = 5.00,FALSE,044SMPL.d,,12/11/2021 15:39,Sample,,4104_1_50-30,,0.065,1.3,,,0.002,28.7,476.847,86.6,120.553,1.3,0.004,7.5,0,25,0,86.6,0.001,52.9,0,0,92.068,1.3,92.322,0.8,0.01,11.2,0,93.3,0,57.3,0,35.3,<0.000,N/A,0.013,5.2,116.155,2.5,0.001,14.2,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,045SMPL.d,,12/11/2021 15:44,Sample,,4104_2_10-30,,0.061,2.6,,,0.002,9.4,834.483,24.7,62.034,1.4,0.002,19,0,52.6,0.001,57.3,0.001,48.2,0,86.6,37.693,1,37.47,0.6,0.006,8.9,0,66.7,0,72.1,0,0,<0.000,N/A,0.005,2.4,59.98,0.8,0.001,24.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,046SMPL.d,,12/11/2021 15:49,Sample,,4104_2_10-60,,0.061,5.1,,,0.002,5.2,476.847,86.6,213.068,1.1,0.004,6.2,0,12.5,0,114.6,0,45.8,0,100,169.692,0.4,171.785,1.2,0.018,5.7,0,56.8,0,57.3,0,33.3,<0.000,N/A,0.025,1.1,241.629,1.5,0.002,6,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,047SMPL.d,,12/11/2021 15:54,Sample,,cal check 50,,45.838,0.8,,,45.626,1.1,357.636,100,46.745,1.2,46.744,0.8,47.208,1.2,48.282,0.8,46.57,0.5,46.835,0.7,48.382,0.8,48.01,1.3,46.578,0.2,47.892,0.4,48.849,1.2,47.862,0.8,48.626,0.7,47.944,0.7,49.657,0.8,48.318,0.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,048SMPL.d,,12/11/2021 15:59,Sample,,blank,,0.195,0.6,,,0.001,13.4,476.847,43.3,0.002,18.1,0.001,12.8,0.001,12.1,0.001,15.7,0.001,17.6,0.001,15.7,0.002,11.3,0.001,14.3,0.001,47.8,0.001,21.8,0.001,31.6,0.001,22.2,<0.000,N/A,0.001,9.3,0.002,12,0.001,8.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,049SMPL.d,,12/11/2021 16:04,Sample,,4104_2_50-10,,0.082,2.2,,,0.001,17.7,357.636,100,33.942,0.8,0.003,16.1,0,10.5,0,173.2,0.001,85.3,0.001,52.9,20.67,3,21.01,0.5,0.003,19.5,0,44.1,0,45.8,0,21.7,<0.000,N/A,0.003,3.9,19.558,0.6,0,11.1,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1072.91 is over the calibration range,FALSE,050SMPL.d,,12/11/2021 16:09,Sample,,4104_2_50-30,,0.072,3.9,,,0.002,7.6,1072.907,33.3,122.48,0.4,0.005,6.1,0,15.7,0.001,69.3,0.001,27.7,0,50,94.782,0.3,94.401,0.4,0.01,3.1,0,17.6,0,34.6,0,33.1,<0.000,N/A,0.014,1.9,119.098,0.7,0.001,4.4,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000,FALSE,051SMPL.d,,12/11/2021 16:14,Sample,,4104_3_10-30,,0.065,4.9,,,0.002,17.1,715.271,50,64.12,0.4,0.002,20.7,0.001,25.3,0.001,57.3,0.001,22,0.001,65,40.298,1.5,40.356,0.6,0.005,8.2,0.001,46.1,0.001,23.1,0.001,37.7,<0.000,N/A,0.007,6.8,61.17,1.3,0.001,24.5,,
113  In  [ No Gas ] :  Calibration Curve Fit R value = -0.283993 is below the allowed minimum = 0.950000113  In  [ No Gas ] :  Concentration value = 1192.12 is over the calibration range,FALSE,052SMPL.d,,12/11/2021 16:19,Sample,,4104_3_10-60,,0.062,1.5,,,0.003,11.4,1192.119,75.5,215.737,0.1,0.005,10.6,0.001,21.7,0.001,25,0.002,41,0.001,55.4,177.099,1.2,176.249,0.4,0.02,6,0.001,18.2,0.001,20.4,0.001,24,<0.000,N/A,0.027,1,243.639,0.5,0.003,6.6,,
